Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Purchases_Per_Year,Estimated_Purchase_Interval_Days,Estimated_Annual_Spend,Estimated_CLV_3Y,Age_Group,Customer Segment,Value Segment
604,31,Male,Handbag,Accessories,46,Massachusetts,L,Green,Winter,3.4,Yes,2-Day Shipping,Yes,Yes,26,PayPal,Every 3 Months,4,90,184,922.9440000000001,26-35,Low Engagement,Moderate
605,44,Male,Sunglasses,Accessories,92,West Virginia,S,Pink,Fall,4.4,Yes,Store Pickup,Yes,Yes,11,Credit Card,Every 3 Months,4,90,368,1481.568,36-50,Big-Ticket Occasionals,Moderate
606,40,Male,Hat,Accessories,32,California,XL,Charcoal,Winter,4.2,Yes,Standard,Yes,Yes,17,Bank Transfer,Weekly,52,7,1664,7358.208000000001,36-50,Habitual Budget Buyers,Very High
607,27,Male,Scarf,Accessories,90,Colorado,M,Blue,Spring,4.5,Yes,Standard,Yes,Yes,44,PayPal,Monthly,12,30,1080,6700.320000000001,26-35,Big-Ticket Occasionals,High
608,47,Male,Hoodie,Clothing,23,Indiana,L,Purple,Fall,2.8,Yes,Next Day Air,Yes,Yes,44,Cash,Monthly,12,30,276,1712.304,36-50,Low Engagement,Moderate
609,41,Male,Backpack,Accessories,25,Delaware,S,Gold,Fall,3.3,Yes,Next Day Air,Yes,Yes,21,Venmo,Every 3 Months,4,90,100,468.6,36-50,Low Engagement,Low
610,51,Male,Sweater,Clothing,54,Ohio,L,Purple,Fall,4.6,Yes,Next Day Air,Yes,Yes,49,Credit Card,Fortnightly,26,14,1404,9173.736,51-70,Habitual Budget Buyers,Very High
611,53,Male,Shorts,Clothing,72,Oklahoma,M,Charcoal,Summer,2.5,Yes,Free Shipping,Yes,Yes,27,Bank Transfer,Every 3 Months,4,90,288,1463.616,51-70,Big-Ticket Occasionals,Moderate
612,43,Male,Scarf,Accessories,33,California,M,Black,Winter,4.7,Yes,Store Pickup,Yes,Yes,19,Cash,Monthly,12,30,396,1803.384,36-50,Low Engagement,Moderate
613,67,Male,Hat,Accessories,43,New Hampshire,L,Lavender,Fall,4.6,Yes,Express,Yes,Yes,33,Credit Card,Quarterly,4,90,172,942.2160000000001,51-70,Low Engagement,Moderate
614,61,Male,Coat,Outerwear,51,Pennsylvania,L,Lavender,Fall,2.6,Yes,Standard,Yes,Yes,46,Cash,Bi-Weekly,26,14,1326,8401.536,51-70,Habitual Budget Buyers,Very High
615,68,Male,Jewelry,Accessories,85,Idaho,M,Lavender,Winter,4.0,Yes,Standard,Yes,Yes,21,Credit Card,Bi-Weekly,26,14,2210,10356.060000000001,51-70,Premium Loyalists,Very High
616,67,Male,Sandals,Footwear,100,Maryland,L,Olive,Summer,2.6,Yes,Next Day Air,Yes,Yes,23,Venmo,Annually,1,365,100,481.8,51-70,Big-Ticket Occasionals,Low
617,29,Male,Gloves,Accessories,72,Pennsylvania,L,Teal,Spring,4.6,Yes,Free Shipping,Yes,Yes,38,Credit Card,Every 3 Months,4,90,288,1672.7040000000002,26-35,Big-Ticket Occasionals,Moderate
618,50,Male,Backpack,Accessories,57,Colorado,M,Maroon,Fall,2.6,Yes,Standard,Yes,Yes,2,Bank Transfer,Quarterly,4,90,228,782.4960000000001,36-50,Low Engagement,Low
619,61,Male,Jacket,Outerwear,94,Indiana,L,Cyan,Spring,4.0,Yes,Express,Yes,Yes,21,Debit Card,Bi-Weekly,26,14,2444,11452.583999999999,51-70,Premium Loyalists,Very High
620,19,Male,Backpack,Accessories,34,Nebraska,M,Charcoal,Summer,4.6,Yes,Store Pickup,Yes,Yes,1,Debit Card,Every 3 Months,4,90,136,457.77600000000007,18-25,Low Engagement,Low
621,33,Male,Backpack,Accessories,89,Rhode Island,M,Black,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,10,Venmo,Every 3 Months,4,90,356,1409.76,26-35,Big-Ticket Occasionals,Moderate
622,51,Male,Sunglasses,Accessories,27,Kansas,S,Red,Fall,4.4,Yes,Store Pickup,Yes,Yes,45,Credit Card,Weekly,52,7,1404,8803.08,51-70,Habitual Budget Buyers,Very High
623,69,Male,Socks,Clothing,63,Georgia,S,Peach,Spring,4.0,Yes,Next Day Air,Yes,Yes,44,Bank Transfer,Fortnightly,26,14,1638,10162.152,51-70,Premium Loyalists,Very High
624,19,Male,Shoes,Footwear,70,Nevada,M,White,Fall,4.7,Yes,Standard,Yes,Yes,48,PayPal,Bi-Weekly,26,14,1820,11771.760000000002,18-25,Premium Loyalists,Very High
625,55,Male,Pants,Clothing,87,South Carolina,XL,Pink,Fall,3.4,Yes,Express,Yes,Yes,21,PayPal,Annually,1,365,87,407.682,51-70,Big-Ticket Occasionals,Low
626,49,Male,Jewelry,Accessories,79,Delaware,M,Red,Fall,4.0,Yes,Next Day Air,Yes,Yes,1,Venmo,Weekly,52,7,4108,13827.528,36-50,Premium Loyalists,Very High
627,31,Male,Sunglasses,Accessories,79,New Hampshire,M,Indigo,Spring,3.9,Yes,Standard,Yes,Yes,10,Venmo,Annually,1,365,79,312.84,26-35,Big-Ticket Occasionals,Low
628,42,Male,Sandals,Footwear,44,Oregon,L,Black,Winter,4.1,Yes,Express,Yes,Yes,24,PayPal,Monthly,12,30,528,2578.7520000000004,36-50,Low Engagement,High
629,69,Male,Sweater,Clothing,85,Massachusetts,M,White,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,29,Credit Card,Monthly,12,30,1020,5318.280000000001,51-70,Big-Ticket Occasionals,High
630,26,Male,Shoes,Footwear,90,Vermont,L,Beige,Spring,4.7,Yes,Standard,Yes,Yes,11,Debit Card,Annually,1,365,90,362.34000000000003,26-35,Big-Ticket Occasionals,Low
631,41,Male,Jewelry,Accessories,94,Mississippi,S,Silver,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,33,Debit Card,Annually,1,365,94,514.9320000000001,36-50,Big-Ticket Occasionals,Low
632,55,Male,Boots,Footwear,68,Washington,S,Violet,Summer,4.1,Yes,Store Pickup,Yes,Yes,27,Cash,Fortnightly,26,14,1768,8984.976,51-70,Premium Loyalists,Very High
633,35,Male,Backpack,Accessories,51,Wyoming,M,Red,Winter,3.9,Yes,Next Day Air,Yes,Yes,19,Venmo,Fortnightly,26,14,1326,6038.604,26-35,Habitual Budget Buyers,High
634,66,Male,Sandals,Footwear,33,Minnesota,M,Orange,Spring,2.9,Yes,Express,Yes,Yes,50,Debit Card,Quarterly,4,90,132,871.2,51-70,Low Engagement,Moderate
635,36,Male,Sneakers,Footwear,60,Ohio,M,Teal,Summer,3.9,Yes,Standard,Yes,Yes,46,PayPal,Weekly,52,7,3120,19768.320000000003,36-50,Habitual Budget Buyers,Very High
636,27,Male,Hoodie,Clothing,59,South Carolina,M,Brown,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,28,Cash,Quarterly,4,90,236,1214.928,26-35,Low Engagement,Moderate
637,41,Male,Handbag,Accessories,30,Wisconsin,M,Indigo,Summer,2.8,Yes,Store Pickup,Yes,Yes,14,Bank Transfer,Every 3 Months,4,90,120,506.88000000000005,36-50,Low Engagement,Low
638,21,Male,Sweater,Clothing,20,Tennessee,M,Cyan,Winter,3.4,Yes,2-Day Shipping,Yes,Yes,46,Cash,Fortnightly,26,14,520,3294.7200000000003,18-25,Habitual Budget Buyers,High
639,53,Male,Sandals,Footwear,20,Maryland,S,Blue,Summer,2.7,Yes,Express,Yes,Yes,41,PayPal,Monthly,12,30,240,1441.44,51-70,Low Engagement,Moderate
640,54,Male,Dress,Clothing,24,Mississippi,L,Olive,Spring,4.0,Yes,2-Day Shipping,Yes,Yes,50,Credit Card,Annually,1,365,24,158.4,51-70,Low Engagement,Low
641,53,Male,Skirt,Clothing,88,Minnesota,M,Gray,Summer,4.4,Yes,Store Pickup,Yes,Yes,28,Debit Card,Fortnightly,26,14,2288,11778.624000000002,51-70,Premium Loyalists,Very High
642,47,Male,Blouse,Clothing,78,Alaska,M,Red,Winter,3.9,Yes,2-Day Shipping,Yes,Yes,23,Credit Card,Every 3 Months,4,90,312,1503.2160000000001,36-50,Big-Ticket Occasionals,Moderate
643,64,Male,Skirt,Clothing,25,Arkansas,L,Red,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,14,Debit Card,Bi-Weekly,26,14,650,2745.6000000000004,51-70,Habitual Budget Buyers,High
644,18,Male,Sweater,Clothing,57,Oregon,XL,Green,Winter,3.2,Yes,Next Day Air,Yes,Yes,10,Bank Transfer,Every 3 Months,4,90,228,902.88,18-25,Low Engagement,Moderate
645,68,Male,Backpack,Accessories,93,Louisiana,S,Blue,Summer,4.3,Yes,Next Day Air,Yes,Yes,37,Cash,Weekly,52,7,4836,27768.312,51-70,Premium Loyalists,Very High
646,62,Male,Hoodie,Clothing,42,Oklahoma,S,Purple,Summer,4.2,Yes,Express,Yes,Yes,15,Venmo,Bi-Weekly,26,14,1092,4684.68,51-70,Habitual Budget Buyers,High
647,51,Male,Boots,Footwear,54,Indiana,XL,Pink,Spring,4.9,Yes,Standard,Yes,Yes,19,Venmo,Bi-Weekly,26,14,1404,6393.816,51-70,Habitual Budget Buyers,High
648,54,Male,Blouse,Clothing,70,Mississippi,XL,Charcoal,Summer,3.7,Yes,Express,Yes,Yes,23,Credit Card,Fortnightly,26,14,1820,8768.76,51-70,Premium Loyalists,Very High
649,22,Male,Hoodie,Clothing,31,Michigan,M,Brown,Winter,4.1,Yes,Store Pickup,Yes,Yes,35,Credit Card,Weekly,52,7,1612,9043.32,18-25,Habitual Budget Buyers,Very High
650,53,Male,Pants,Clothing,93,Delaware,L,Orange,Spring,4.2,Yes,Store Pickup,Yes,Yes,33,PayPal,Every 3 Months,4,90,372,2037.8160000000003,51-70,Big-Ticket Occasionals,Moderate
651,34,Male,Gloves,Accessories,40,Florida,M,Magenta,Spring,3.9,Yes,Next Day Air,Yes,Yes,12,Bank Transfer,Annually,1,365,40,163.68000000000004,26-35,Low Engagement,Low
652,32,Male,Hat,Accessories,32,Arkansas,L,Yellow,Summer,2.9,Yes,Next Day Air,Yes,Yes,41,Venmo,Fortnightly,26,14,832,4996.991999999999,26-35,Habitual Budget Buyers,High
653,64,Male,Sunglasses,Accessories,27,Minnesota,M,Beige,Winter,3.1,Yes,Free Shipping,Yes,Yes,27,Venmo,Weekly,52,7,1404,7135.1280000000015,51-70,Habitual Budget Buyers,High
654,20,Male,Scarf,Accessories,68,North Dakota,M,Olive,Winter,3.6,Yes,2-Day Shipping,Yes,Yes,45,Cash,Fortnightly,26,14,1768,11085.36,18-25,Premium Loyalists,Very High
655,24,Male,Handbag,Accessories,59,California,L,Gray,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,23,Venmo,Annually,1,365,59,284.26200000000006,18-25,Low Engagement,Low
656,20,Male,Handbag,Accessories,36,Mississippi,S,Purple,Fall,3.1,Yes,Free Shipping,Yes,Yes,19,Venmo,Monthly,12,30,432,1967.328,18-25,Low Engagement,Moderate
657,42,Male,Jeans,Clothing,23,Pennsylvania,M,Beige,Summer,3.9,Yes,Standard,Yes,Yes,6,PayPal,Quarterly,4,90,92,340.03200000000004,36-50,Low Engagement,Low
658,48,Male,Jacket,Outerwear,80,Arizona,M,White,Winter,4.3,Yes,Free Shipping,Yes,Yes,6,PayPal,Quarterly,4,90,320,1182.7200000000003,36-50,Big-Ticket Occasionals,Moderate
659,62,Male,Backpack,Accessories,37,Louisiana,S,White,Fall,4.9,Yes,Store Pickup,Yes,Yes,20,Venmo,Weekly,52,7,1924,8888.88,51-70,Habitual Budget Buyers,Very High
660,62,Male,Shorts,Clothing,52,Virginia,S,Gold,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,8,Cash,Weekly,52,7,2704,10350.912,51-70,Habitual Budget Buyers,Very High
661,50,Male,Coat,Outerwear,79,Montana,M,Olive,Fall,5.0,Yes,2-Day Shipping,Yes,Yes,39,Credit Card,Quarterly,4,90,316,1856.1840000000002,36-50,Big-Ticket Occasionals,Moderate
662,57,Male,Shirt,Clothing,68,Iowa,XL,Green,Fall,4.1,Yes,Store Pickup,Yes,Yes,39,Credit Card,Quarterly,4,90,272,1597.728,51-70,Big-Ticket Occasionals,Moderate
663,24,Male,Gloves,Accessories,98,Illinois,L,Magenta,Fall,2.8,Yes,Express,Yes,Yes,39,Venmo,Bi-Weekly,26,14,2548,14966.952000000001,18-25,Premium Loyalists,Very High
664,59,Male,Dress,Clothing,83,Alaska,M,Charcoal,Fall,4.7,Yes,Express,Yes,Yes,23,Credit Card,Monthly,12,30,996,4798.728,51-70,Big-Ticket Occasionals,High
665,63,Male,Pants,Clothing,83,Colorado,M,Indigo,Winter,4.4,Yes,Express,Yes,Yes,41,PayPal,Bi-Weekly,26,14,2158,12960.947999999999,51-70,Premium Loyalists,Very High
666,41,Male,Pants,Clothing,55,New Mexico,M,Peach,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,50,Credit Card,Annually,1,365,55,363.00000000000006,36-50,Low Engagement,Low
667,35,Male,Hoodie,Clothing,26,Colorado,L,Turquoise,Winter,3.1,Yes,Free Shipping,Yes,Yes,30,Debit Card,Quarterly,4,90,104,549.1200000000001,26-35,Low Engagement,Low
668,34,Male,Sunglasses,Accessories,76,Arizona,S,Blue,Winter,2.6,Yes,Standard,Yes,Yes,32,Bank Transfer,Quarterly,4,90,304,1645.2480000000003,26-35,Big-Ticket Occasionals,Moderate
669,49,Male,T-shirt,Clothing,85,Hawaii,S,Turquoise,Fall,2.9,Yes,Express,Yes,Yes,35,Bank Transfer,Monthly,12,30,1020,5722.200000000001,36-50,Big-Ticket Occasionals,High
670,43,Male,Jacket,Outerwear,89,Illinois,M,Gray,Spring,3.3,Yes,Free Shipping,Yes,Yes,45,Venmo,Bi-Weekly,26,14,2314,14508.78,36-50,Premium Loyalists,Very High
671,63,Male,Sweater,Clothing,41,Louisiana,XL,Purple,Spring,4.8,Yes,Next Day Air,Yes,Yes,37,Cash,Bi-Weekly,26,14,1066,6120.972,51-70,Habitual Budget Buyers,High
672,38,Male,Jacket,Outerwear,30,Iowa,L,Black,Winter,4.7,Yes,Express,Yes,Yes,45,Cash,Weekly,52,7,1560,9781.2,36-50,Habitual Budget Buyers,Very High
673,59,Male,Socks,Clothing,53,Washington,M,Peach,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,29,Cash,Quarterly,4,90,212,1105.3680000000002,51-70,Low Engagement,Moderate
674,35,Male,Shirt,Clothing,66,Oklahoma,M,Indigo,Spring,4.2,Yes,Free Shipping,Yes,Yes,27,Venmo,Bi-Weekly,26,14,1716,8720.712000000001,26-35,Premium Loyalists,Very High
675,48,Male,Jewelry,Accessories,33,Washington,XL,Beige,Winter,4.7,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Annually,1,365,33,187.30800000000002,36-50,Low Engagement,Low
676,64,Male,Sunglasses,Accessories,86,Arkansas,M,Yellow,Spring,2.6,Yes,2-Day Shipping,Yes,Yes,9,Cash,Annually,1,365,86,334.884,51-70,Big-Ticket Occasionals,Low
677,28,Male,Pants,Clothing,60,Connecticut,M,Peach,Winter,2.9,Yes,2-Day Shipping,Yes,Yes,38,Venmo,Bi-Weekly,26,14,1560,9060.48,26-35,Habitual Budget Buyers,Very High
678,60,Male,Socks,Clothing,62,Washington,S,Turquoise,Summer,2.7,Yes,Express,Yes,Yes,41,PayPal,Annually,1,365,62,372.372,51-70,Big-Ticket Occasionals,Low
679,27,Male,Blouse,Clothing,74,Maine,M,Teal,Fall,3.3,Yes,Store Pickup,Yes,Yes,25,Debit Card,Every 3 Months,4,90,296,1465.2,26-35,Big-Ticket Occasionals,Moderate
680,56,Male,Sandals,Footwear,95,Michigan,M,Turquoise,Fall,3.4,Yes,Express,Yes,Yes,37,Venmo,Fortnightly,26,14,2470,14182.740000000002,51-70,Premium Loyalists,Very High
681,58,Male,Sneakers,Footwear,25,Tennessee,M,Magenta,Spring,4.2,Yes,Express,Yes,Yes,3,PayPal,Annually,1,365,25,87.45,51-70,Low Engagement,Low
682,30,Male,Shirt,Clothing,59,Louisiana,XL,Purple,Winter,3.8,Yes,2-Day Shipping,Yes,Yes,24,Credit Card,Every 3 Months,4,90,236,1152.624,26-35,Low Engagement,Moderate
683,23,Male,Jacket,Outerwear,29,Missouri,M,Brown,Summer,4.0,Yes,Standard,Yes,Yes,49,Credit Card,Bi-Weekly,26,14,754,4926.636,18-25,Habitual Budget Buyers,High
684,33,Male,Sandals,Footwear,36,Michigan,S,Violet,Winter,2.7,Yes,Free Shipping,Yes,Yes,3,Bank Transfer,Monthly,12,30,432,1511.1360000000002,26-35,Low Engagement,Moderate
685,63,Male,Hat,Accessories,82,Alabama,M,Yellow,Summer,4.7,Yes,Express,Yes,Yes,42,Debit Card,Monthly,12,30,984,5974.848,51-70,Big-Ticket Occasionals,High
686,70,Male,Blouse,Clothing,71,Massachusetts,XL,Magenta,Winter,3.5,Yes,Standard,Yes,Yes,32,Cash,Fortnightly,26,14,1846,9990.552000000003,51-70,Premium Loyalists,Very High
687,70,Male,Sweater,Clothing,35,Indiana,L,Beige,Fall,3.0,Yes,2-Day Shipping,Yes,Yes,33,Venmo,Fortnightly,26,14,910,4984.9800000000005,51-70,Habitual Budget Buyers,High
688,19,Male,Gloves,Accessories,38,West Virginia,XL,Turquoise,Winter,3.3,Yes,Free Shipping,Yes,Yes,46,Bank Transfer,Quarterly,4,90,152,963.072,18-25,Low Engagement,Moderate
689,25,Male,Scarf,Accessories,59,Michigan,S,Peach,Summer,4.7,Yes,Store Pickup,Yes,Yes,44,Venmo,Monthly,12,30,708,4392.432,18-25,Low Engagement,High
690,19,Male,Hoodie,Clothing,91,Pennsylvania,M,Orange,Summer,4.7,Yes,Express,Yes,Yes,35,Credit Card,Every 3 Months,4,90,364,2042.04,18-25,Big-Ticket Occasionals,Moderate
691,25,Male,Shorts,Clothing,68,Alaska,XL,Red,Spring,4.8,Yes,Standard,Yes,Yes,45,Bank Transfer,Weekly,52,7,3536,22170.72,18-25,Premium Loyalists,Very High
692,60,Male,Backpack,Accessories,21,Massachusetts,L,Silver,Summer,2.9,Yes,Standard,Yes,Yes,37,PayPal,Bi-Weekly,26,14,546,3135.132,51-70,Habitual Budget Buyers,High
693,35,Male,Sunglasses,Accessories,95,North Dakota,M,Cyan,Spring,4.0,Yes,2-Day Shipping,Yes,Yes,40,Debit Card,Every 3 Months,4,90,380,2257.2000000000003,26-35,Big-Ticket Occasionals,Moderate
694,46,Male,Shorts,Clothing,52,Vermont,L,Turquoise,Spring,3.1,Yes,Free Shipping,Yes,Yes,30,Cash,Every 3 Months,4,90,208,1098.2400000000002,36-50,Low Engagement,Moderate
695,41,Male,Dress,Clothing,21,Kentucky,S,Charcoal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,38,Venmo,Every 3 Months,4,90,84,487.872,36-50,Low Engagement,Low
696,30,Male,Shorts,Clothing,67,Nevada,XL,Peach,Summer,3.7,Yes,Next Day Air,Yes,Yes,15,Debit Card,Every 3 Months,4,90,268,1149.7200000000003,26-35,Big-Ticket Occasionals,Moderate
697,44,Male,Belt,Accessories,42,Utah,L,Green,Fall,2.8,Yes,Standard,Yes,Yes,49,Cash,Monthly,12,30,504,3293.136,36-50,Low Engagement,High
698,61,Male,Scarf,Accessories,63,North Dakota,XL,Brown,Summer,4.6,Yes,Free Shipping,Yes,Yes,40,Debit Card,Quarterly,4,90,252,1496.88,51-70,Big-Ticket Occasionals,Moderate
699,55,Male,Boots,Footwear,41,Iowa,M,Yellow,Winter,3.8,Yes,Standard,Yes,Yes,40,Debit Card,Weekly,52,7,2132,12664.080000000002,51-70,Habitual Budget Buyers,Very High
700,50,Male,Handbag,Accessories,46,Connecticut,M,Charcoal,Fall,2.6,Yes,2-Day Shipping,Yes,Yes,5,PayPal,Weekly,52,7,2392,8682.960000000001,36-50,Habitual Budget Buyers,Very High
701,57,Male,Pants,Clothing,79,Wisconsin,L,Olive,Winter,4.1,Yes,Standard,Yes,Yes,5,PayPal,Monthly,12,30,948,3441.2400000000002,51-70,Big-Ticket Occasionals,High
702,51,Male,Boots,Footwear,90,Idaho,L,Red,Fall,3.3,Yes,Next Day Air,Yes,Yes,5,Debit Card,Every 3 Months,4,90,360,1306.8000000000002,51-70,Big-Ticket Occasionals,Moderate
703,18,Male,Shirt,Clothing,71,Montana,M,White,Winter,3.4,Yes,Store Pickup,Yes,Yes,1,Cash,Weekly,52,7,3692,12427.272,18-25,Premium Loyalists,Very High
704,63,Male,Dress,Clothing,87,Connecticut,L,Pink,Summer,3.0,Yes,Standard,Yes,Yes,21,Venmo,Weekly,52,7,4524,21199.464,51-70,Premium Loyalists,Very High
705,34,Male,Hoodie,Clothing,66,Idaho,S,Black,Spring,3.2,Yes,Express,Yes,Yes,18,PayPal,Annually,1,365,66,296.20799999999997,26-35,Big-Ticket Occasionals,Low
706,25,Male,Pants,Clothing,90,Arkansas,XL,Indigo,Summer,4.5,Yes,Free Shipping,Yes,Yes,49,Cash,Quarterly,4,90,360,2352.2400000000002,18-25,Big-Ticket Occasionals,Moderate
707,46,Male,Jeans,Clothing,47,Iowa,L,Turquoise,Summer,4.8,Yes,Express,Yes,Yes,27,Debit Card,Weekly,52,7,2444,12420.408000000001,36-50,Habitual Budget Buyers,Very High
708,59,Male,Shirt,Clothing,38,Louisiana,L,Purple,Spring,3.7,Yes,Next Day Air,Yes,Yes,21,Venmo,Annually,1,365,38,178.068,51-70,Low Engagement,Low
709,37,Male,Backpack,Accessories,50,Kentucky,L,Beige,Summer,3.4,Yes,Store Pickup,Yes,Yes,19,Cash,Fortnightly,26,14,1300,5920.200000000001,36-50,Habitual Budget Buyers,High
710,49,Male,Jacket,Outerwear,79,Massachusetts,L,Charcoal,Summer,4.6,Yes,Standard,Yes,Yes,23,Debit Card,Monthly,12,30,948,4567.464,36-50,Big-Ticket Occasionals,High
711,22,Male,Scarf,Accessories,91,Virginia,L,Turquoise,Spring,4.1,Yes,Standard,Yes,Yes,26,PayPal,Fortnightly,26,14,2366,11867.856000000002,18-25,Premium Loyalists,Very High
712,64,Male,Boots,Footwear,60,New Hampshire,M,Maroon,Spring,3.5,Yes,2-Day Shipping,Yes,Yes,13,Bank Transfer,Bi-Weekly,26,14,1560,6486.4800000000005,51-70,Habitual Budget Buyers,High
713,42,Male,Blouse,Clothing,81,New Hampshire,XL,Black,Summer,3.8,Yes,Next Day Air,Yes,Yes,36,Bank Transfer,Quarterly,4,90,324,1839.0240000000001,36-50,Big-Ticket Occasionals,Moderate
714,37,Male,Hoodie,Clothing,90,Oregon,M,Lavender,Summer,2.6,Yes,Express,Yes,Yes,39,Bank Transfer,Bi-Weekly,26,14,2340,13745.160000000002,36-50,Premium Loyalists,Very High
715,26,Male,Jacket,Outerwear,70,South Dakota,M,Magenta,Fall,4.4,Yes,Store Pickup,Yes,Yes,40,Debit Card,Fortnightly,26,14,1820,10810.800000000001,26-35,Premium Loyalists,Very High
716,33,Male,Jeans,Clothing,63,Delaware,L,Green,Spring,2.6,Yes,Express,Yes,Yes,37,Debit Card,Quarterly,4,90,252,1446.9840000000002,26-35,Big-Ticket Occasionals,Moderate
717,30,Male,Jewelry,Accessories,29,Missouri,M,Olive,Spring,3.6,Yes,Express,Yes,Yes,9,Venmo,Bi-Weekly,26,14,754,2936.076,26-35,Habitual Budget Buyers,High
718,21,Male,Socks,Clothing,90,Alaska,L,Green,Spring,4.2,Yes,Express,Yes,Yes,7,Venmo,Every 3 Months,4,90,360,1354.3200000000002,18-25,Big-Ticket Occasionals,Moderate
719,22,Male,Shirt,Clothing,22,Florida,M,Peach,Summer,4.6,Yes,Standard,Yes,Yes,25,Bank Transfer,Annually,1,365,22,108.9,18-25,Low Engagement,Low
720,63,Male,Shorts,Clothing,22,Mississippi,L,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,42,Venmo,Bi-Weekly,26,14,572,3473.1839999999997,51-70,Habitual Budget Buyers,High
721,33,Male,Jewelry,Accessories,62,New Mexico,L,Orange,Fall,3.4,Yes,Free Shipping,Yes,Yes,19,Debit Card,Weekly,52,7,3224,14682.096,26-35,Premium Loyalists,Very High
722,43,Male,Blouse,Clothing,57,California,L,Silver,Summer,4.4,Yes,Next Day Air,Yes,Yes,41,Debit Card,Every 3 Months,4,90,228,1369.368,36-50,Low Engagement,Moderate
723,27,Male,Sweater,Clothing,32,Wyoming,S,Blue,Summer,4.3,Yes,Store Pickup,Yes,Yes,50,Cash,Bi-Weekly,26,14,832,5491.200000000001,26-35,Habitual Budget Buyers,High
724,35,Male,Jewelry,Accessories,53,Missouri,L,Cyan,Fall,3.5,Yes,Express,Yes,Yes,43,PayPal,Monthly,12,30,636,3903.768,26-35,Low Engagement,High
725,37,Male,T-shirt,Clothing,79,New Hampshire,XL,Green,Fall,4.7,Yes,Store Pickup,Yes,Yes,36,Venmo,Every 3 Months,4,90,316,1793.616,36-50,Big-Ticket Occasionals,Moderate
726,61,Male,Hat,Accessories,61,Texas,L,Silver,Winter,3.1,Yes,Standard,Yes,Yes,33,Debit Card,Fortnightly,26,14,1586,8688.108000000002,51-70,Premium Loyalists,Very High
727,32,Male,Shorts,Clothing,78,North Dakota,L,Yellow,Summer,3.6,Yes,Next Day Air,Yes,Yes,20,Bank Transfer,Every 3 Months,4,90,312,1441.44,26-35,Big-Ticket Occasionals,Moderate
728,62,Male,Sweater,Clothing,97,Arkansas,S,Gray,Winter,4.8,Yes,Next Day Air,Yes,Yes,37,Venmo,Every 3 Months,4,90,388,2227.896,51-70,Big-Ticket Occasionals,Moderate
729,29,Male,Jeans,Clothing,78,Nebraska,M,Pink,Winter,3.7,Yes,Next Day Air,Yes,Yes,12,PayPal,Every 3 Months,4,90,312,1276.7040000000002,26-35,Big-Ticket Occasionals,Moderate
730,41,Male,Sunglasses,Accessories,56,Minnesota,L,Beige,Summer,3.2,Yes,Express,Yes,Yes,46,PayPal,Every 3 Months,4,90,224,1419.2640000000001,36-50,Low Engagement,Moderate
731,48,Male,Boots,Footwear,25,Massachusetts,M,Indigo,Summer,3.9,Yes,Standard,Yes,Yes,28,Venmo,Fortnightly,26,14,650,3346.2000000000003,36-50,Habitual Budget Buyers,High
732,43,Male,Coat,Outerwear,28,Arkansas,M,Red,Spring,3.5,Yes,Free Shipping,Yes,Yes,30,PayPal,Fortnightly,26,14,728,3843.8400000000006,36-50,Habitual Budget Buyers,High
733,34,Male,Shirt,Clothing,57,New Hampshire,L,Blue,Spring,2.8,Yes,Express,Yes,Yes,28,Cash,Bi-Weekly,26,14,1482,7629.336000000001,26-35,Habitual Budget Buyers,Very High
734,45,Male,Dress,Clothing,36,Rhode Island,L,Cyan,Fall,2.7,Yes,2-Day Shipping,Yes,Yes,20,Debit Card,Bi-Weekly,26,14,936,4324.32,36-50,Habitual Budget Buyers,High
735,65,Male,Shirt,Clothing,69,New Jersey,S,Violet,Winter,3.1,Yes,Express,Yes,Yes,39,Bank Transfer,Every 3 Months,4,90,276,1621.224,51-70,Big-Ticket Occasionals,Moderate
736,61,Male,Sunglasses,Accessories,48,Montana,M,Orange,Fall,3.6,Yes,2-Day Shipping,Yes,Yes,48,Cash,Bi-Weekly,26,14,1248,8072.064,51-70,Habitual Budget Buyers,Very High
737,18,Male,Dress,Clothing,58,Colorado,L,Maroon,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,32,Credit Card,Every 3 Months,4,90,232,1255.584,18-25,Low Engagement,Moderate
738,47,Male,Sunglasses,Accessories,24,Nebraska,M,Teal,Spring,3.6,Yes,Store Pickup,Yes,Yes,28,PayPal,Annually,1,365,24,123.55200000000002,36-50,Low Engagement,Low
